article_id,filename,year,decade,journal,title,doi,coding_basis,Source_Type,Peer_Review,Evidence_Type,Primary_Methodology,Library_Context,Game_Format,Service_Area,Audience,Intended_Outcome,Evidence_Confidence,Service_Conditions_Addressed,Conceptual_Theme,Coding_Confidence
8B5F962581,dixon1982(8B5F962581).md,1982,1980s,Cataloging & Classification Quarterly,Initial Experience with an Online Catalog at the Boys Town Center Library,10.1300/J104v02n03_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,teens,not_applicable,,,,low
598538B1BF,holley1982(598538B1BF).md,1982,1980s,Cataloging & Classification Quarterly,Is There an Answer to the Subject Access Crisis?,10.1300/J104v01n02_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
B03613FD0A,perreault1982(B03613FD0A).md,1982,1980s,Cataloging & Classification Quarterly,Latest vs. Contemporaneous Place Names in Library of Congress Subject Headings,10.1300/J104v01n02_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
1B4CB22F44,ma1982(1B4CB22F44).md,1982,1980s,Cataloging & Classification Quarterly,Library of Congress Subject Heading Period Subdivisions for Southeast Asia,10.1300/J104v02n03_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
E5009CC4F8,wepsiec1982(E5009CC4F8).md,1982,1980s,Cataloging & Classification Quarterly,Library of Congress Subject Headings Pertaining to Society,10.1300/J104v02n03_01,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
34C00481FD,beckman1982(34C00481FD).md,1982,1980s,Cataloging & Classification Quarterly,Local Service,10.1300/J104v02n01_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
85663019BC,abrera1982(85663019BC).md,1982,1980s,Cataloging & Classification Quarterly,Parallel Title,10.1300/J104v01n04_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
D6F40833E4,greenberg1982(D6F40833E4).md,1982,1980s,Cataloging & Classification Quarterly,Scope Notes in Library of Congress Subject Headings,10.1300/J104v01n02_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
EBEC2AB17C,submission1982(EBEC2AB17C).md,1982,1980s,Cataloging & Classification Quarterly,Selected Bibliography,10.1300/J104v02n01_11,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
5863DD1184,delsey1982(5863DD1184).md,1982,1980s,Cataloging & Classification Quarterly,Standards and Standardization,10.1300/J104v02n01_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
70781CE10E,submission1982(70781CE10E).md,1982,1980s,Cataloging & Classification Quarterly,Subject Analysis Systems,10.1300/J104v02n03_08,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
D6BD0BE11C,nasatir1982(D6BD0BE11C).md,1982,1980s,Cataloging & Classification Quarterly,The Cataloging and Classification of Machine-Readable Data Files Part III: Subject Description of Machine-Readable Data Files,10.1300/J104v02n03_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
A7DE88F019,nasatir1982(A7DE88F019).md,1982,1980s,Cataloging & Classification Quarterly,The Cataloging of Machine-Readable Data Files Part II: A Practical Application of the Developing Principles,10.1300/J104v01n04_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
A782DB7AEE,rothstein1982(A782DB7AEE).md,1982,1980s,Cataloging & Classification Quarterly,The Extended Library and the Dedicated Library,10.1300/J104v02n01_09,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
C7392B5DCE,rabnett1982(C7392B5DCE).md,1982,1980s,Cataloging & Classification Quarterly,The First Printed Indexes,10.1300/J104v02n03_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
56009E4441,kurmey1982(56009E4441).md,1982,1980s,Cataloging & Classification Quarterly,The Impact of Technology,10.1300/J104v02n01_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
854EE63DF0,howard1982(854EE63DF0).md,1982,1980s,Cataloging & Classification Quarterly,The Library of Congress Union Catalog Experience,10.1300/J104v02n01_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
7DC2D93D68,salmon1982(7DC2D93D68).md,1982,1980s,Cataloging & Classification Quarterly,The Union Catalogue,10.1300/J104v02n01_10,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
D8A2B2ECFB,miller1982(D8A2B2ECFB).md,1982,1980s,Cataloging & Classification Quarterly,Usefulness of OCLC Archive Tapes as a Basis for Local Online Systems,10.1300/J104v02n03_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,cultural_heritage_institution,unspecified_game_format,collections_and_access|cultural_heritage_and_research,not_applicable,institutional_capacity,,,,low
B4C095B947,frost1983(B4C095B947).md,1983,1980s,Cataloging & Classification Quarterly,A Comparison of Cataloging Codes for Serials,10.1300/J104v03n02_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
F078809192,romero1983(F078809192).md,1983,1980s,Cataloging & Classification Quarterly,AACR2 and Serial Cataloging,10.1300/J104v03n02_08,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
0E1B161CE6,collver1983(0E1B161CE6).md,1983,1980s,Cataloging & Classification Quarterly,AACR2 and Serials Management,10.1300/J104v03n02_17,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
9A96C50C5C,decker1983(9A96C50C5C).md,1983,1980s,Cataloging & Classification Quarterly,AACR2 and Series,10.1300/J104v03n02_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
52008235CD,clack1983(52008235CD).md,1983,1980s,Cataloging & Classification Quarterly,AACR2 and the Small Academic Library,10.1300/J104v03n02_16,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,academic_library,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
86226E231A,rush1983(86226E231A).md,1983,1980s,Cataloging & Classification Quarterly,AACR2 from an Information Scientist's Point of View,10.1300/J104v03n02_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
D79D1633CE,duke1983(D79D1633CE).md,1983,1980s,Cataloging & Classification Quarterly,AACR2 Serial Records and the User,10.1300/J104v03n02_13,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
4FC0D50B69,mckinley1983(4FC0D50B69).md,1983,1980s,Cataloging & Classification Quarterly,AACR2 Serials Cataloging and Management,10.1300/J104v03n02_18,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
A6FBC48E5B,frohmann1983(A6FBC48E5B).md,1983,1980s,Cataloging & Classification Quarterly,An Investigation of the Semantic Bases of Some Theoretical Principles of Classification Proposed by Austin and the CRG,10.1300/J104v04n01_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,theoretical_or_conceptual,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
856DA32CC3,postlethwaite1983(856DA32CC3).md,1983,1980s,Cataloging & Classification Quarterly,Art Sales and Exhibitions,10.1300/J104v03n02_11,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
6A1865B8A4,comaromi1983(6A1865B8A4).md,1983,1980s,Cataloging & Classification Quarterly,Cataloging Theory and Serials,10.1300/J104v03n02_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
0D74E1517B,landram1983(0D74E1517B).md,1983,1980s,Cataloging & Classification Quarterly,Communications,10.1300/J104v04n01_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
E3D928203C,hillman1983(E3D928203C).md,1983,1980s,Cataloging & Classification Quarterly,Comparison of OCLC and RLIN,10.1300/J104v04n01_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
0A03136230,holley1983(0A03136230).md,1983,1980s,Cataloging & Classification Quarterly,Constraints of the 3 x 5 Card,10.1300/J104v04n01_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
17C02CE70C,burger1983(17C02CE70C).md,1983,1980s,Cataloging & Classification Quarterly,Conversion of Catalog Records to Machine-Readable Form,10.1300/J104v03n01_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,programming_and_facilitation,not_applicable,not_applicable,,,,low
57FDA6156D,walfish1983(57FDA6156D).md,1983,1980s,Cataloging & Classification Quarterly,Hebrew and Yiddish Personal Name Authorities under AACR2,10.1300/J104v03n04_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
F1FAA5BEFD,submission1983(F1FAA5BEFD).md,1983,1980s,Cataloging & Classification Quarterly,Index,10.1300/J104v03n02_19,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
55150A3569,milstead1983(55150A3569).md,1983,1980s,Cataloging & Classification Quarterly,Indexing for Subject Cataloguers,10.1300/J104v03n04_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
76286692B9,yee1983(76286692B9).md,1983,1980s,Cataloging & Classification Quarterly,Integration of Nonbook Materials in AACR2,10.1300/J104v03n04_01,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
52031F5A30,tillett1983(52031F5A30).md,1983,1980s,Cataloging & Classification Quarterly,Letter to the Editor,10.1080/01639374.2025.2575389,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
3EB00CD06D,studwell1983(3EB00CD06D).md,1983,1980s,Cataloging & Classification Quarterly,"Library of Congress Subject Heading Period Subdivisions for East Asia, South Asia, and Asia in General",10.1300/J104v03n04_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
83531E5FFB,studwell1983(83531E5FFB).md,1983,1980s,Cataloging & Classification Quarterly,Library of Congress Subject Heading Period Subdivisions for West Asia and the Near East in Genera,10.1300/J104v04n01_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
0189431740,gorman1983(0189431740).md,1983,1980s,Cataloging & Classification Quarterly,Mutating the Genome,10.1300/J104v03n02_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
B3F78AB897,beatty1983(B3F78AB897).md,1983,1980s,Cataloging & Classification Quarterly,Serial Cataloging under AACR2,10.1300/J104v03n02_10,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
798E9C2990,bross1983(798E9C2990).md,1983,1980s,Cataloging & Classification Quarterly,Serials Departments and AACR2,10.1300/J104v03n02_14,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
52B17A7041,cipolla1983(52B17A7041).md,1983,1980s,Cataloging & Classification Quarterly,Serials Management and AACR2 in Large Academic Libraries,10.1300/J104v03n02_15,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,academic_library,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
ECD1945DFE,submission1983(ECD1945DFE).md,1983,1980s,Cataloging & Classification Quarterly,Subject Anaylsis Systems,10.1300/J104v03n01_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
ABC08E50BF,mowery1983(ABC08E50BF).md,1983,1980s,Cataloging & Classification Quarterly,The Classification of African History by the Library of Congress,10.1300/J104v04n01_01,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
0DB7505B38,crumb1983(0DB7505B38).md,1983,1980s,Cataloging & Classification Quarterly,The Classification of Biographical Dictionaries in Reference Collections Using the Library of Congress Classification System,10.1300/J104v03n01_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
3D765C627B,bland1983(3D765C627B).md,1983,1980s,Cataloging & Classification Quarterly,The Concept of Intellectual Level in Cataloging and Classification,10.1300/J104v04n01_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
E1571CF78B,stine1983(E1571CF78B).md,1983,1980s,Cataloging & Classification Quarterly,The Effect of AACR2 and Serials Cataloging on Medium-Sized Research Libraries,10.1300/J104v03n02_09,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
30CC259DAA,bloss1983(30CC259DAA).md,1983,1980s,Cataloging & Classification Quarterly,The Impact of AACR2 on Union Lists of Serials,10.1300/J104v03n02_12,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
01D7675A25,pinzelik1983(01D7675A25).md,1983,1980s,Cataloging & Classification Quarterly,"The Periodical, the Patron, and AACR2",10.1300/J104v03n02_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,general_public,not_applicable,,,,low
6D3173C68E,chan1983(6D3173C68E).md,1983,1980s,Cataloging & Classification Quarterly,The Principle of Uniform Heading in Descriptive Cataloging,10.1300/J104v03n04_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
C4EDA0A428,packer1983(C4EDA0A428).md,1983,1980s,Cataloging & Classification Quarterly,The Use and Users of COM Catalogues at the University of Toronto and the Mississauga Library System,10.1300/J104v03n01_01,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,experimental_study,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,medium
B166193E13,allen1983(B166193E13).md,1983,1980s,Cataloging & Classification Quarterly,Unpublished Film and Television Scripts,10.1300/J104v03n04_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
7BCE72475A,wilson1984(7BCE72475A).md,1984,1980s,Cataloging & Classification Quarterly,A Classification Scheme for Textbooks and Curriculum Materials,10.1300/J104v04n02_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,children,not_applicable,,,,low
CF5FE4DEA9,broadbent1984(CF5FE4DEA9).md,1984,1980s,Cataloging & Classification Quarterly,"A Study of the Use of the Subject Catalog, Marriott Library, University of Utah",10.1300/J104v04n03_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
D35810C692,rollandthomas1984(D35810C692).md,1984,1980s,Cataloging & Classification Quarterly,AACR2,10.1300/J104v05n01_01,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
FB595E1D9C,sholtys1984(FB595E1D9C).md,1984,1980s,Cataloging & Classification Quarterly,Adapting Library of Congress Subject Headings for Newspaper Indexing,10.1300/J104v04n04_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
F06AA658AE,dickson1984(F06AA658AE).md,1984,1980s,Cataloging & Classification Quarterly,An Analysis of User Errors in Searching an Online Catalog,10.1300/J104v04n03_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,academic_library,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
00EC373601,taylor1984(00EC373601).md,1984,1980s,Cataloging & Classification Quarterly,Authority Files in Online Catalogs,10.1300/J104v04n03_01,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
C5D6E572C5,jenkins1984(C5D6E572C5).md,1984,1980s,Cataloging & Classification Quarterly,Cataloging Vacancies in Academic Libraries,10.1300/J104v04n02_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,academic_library,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
1A51AE27CA,mcconnell1984(1A51AE27CA).md,1984,1980s,Cataloging & Classification Quarterly,Classification of Melanesia,10.1300/J104v05n01_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
FBA99C241C,shatford1984(FBA99C241C).md,1984,1980s,Cataloging & Classification Quarterly,Describing a Picture: A Thousand Words are Seldom Cost Effective,10.1300/J104v04n04_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,theoretical_or_conceptual,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
4653A40885,rodriguez1984(4653A40885).md,1984,1980s,Cataloging & Classification Quarterly,Hulme's Concept of Literary Warrant,10.1300/J104v05n01_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
5955C34BF5,msl1984(5955C34BF5).md,1984,1980s,Cataloging & Classification Quarterly,LIAS,10.1300/J104v04n02_01,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
A130F1AA9C,studwell1984(A130F1AA9C).md,1984,1980s,Cataloging & Classification Quarterly,Library of Congress Subject Heading Period Subdivisions for Africa: Some Proposed Additions,10.1300/J104v04n04_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
B82C057A1E,studwell1984(B82C057A1E).md,1984,1980s,Cataloging & Classification Quarterly,Library of Congress Subject Heading Period Subdivisions for Latin America,10.1300/J104v04n03_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
409F2DF5A0,leung1984(409F2DF5A0).md,1984,1980s,Cataloging & Classification Quarterly,MARC CIP Records and MARC LC Records,10.1300/J104v04n02_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
C70D1999FD,su1984(C70D1999FD).md,1984,1980s,Cataloging & Classification Quarterly,On Cataloging and Classifying Chinese History,10.1300/J104v04n02_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
